F_val_m,mu_m,sh_val,repeat_num,t_f
0.8,0.04,0.05,16,15
0.8,0.04,0.05,17,25
0.8,0.04,0.05,18,29
0.8,0.04,0.05,19,31
0.8,0.04,0.05,20,20
0.8,0.04,0.05,21,32
0.8,0.04,0.05,22,29
0.8,0.04,0.05,23,23
0.8,0.04,0.05,24,13
0.8,0.04,0.05,25,16
0.8,0.05,0.05,1,17
0.8,0.05,0.05,2,25
0.8,0.05,0.05,3,38
0.8,0.05,0.05,4,15
0.8,0.05,0.05,5,56
0.8,0.05,0.05,6,30
0.8,0.05,0.05,7,25
0.8,0.05,0.05,8,15
0.8,0.05,0.05,9,41
0.8,0.05,0.05,10,18
0.8,0.05,0.05,11,29
0.8,0.05,0.05,12,23
0.8,0.05,0.05,13,18
0.8,0.05,0.05,14,35
0.8,0.05,0.05,15,35
0.8,0.05,0.05,16,31
0.8,0.05,0.05,17,35
0.8,0.05,0.05,18,33
0.8,0.05,0.05,19,32
0.8,0.05,0.05,20,28
0.8,0.05,0.05,21,21
0.8,0.05,0.05,22,28
0.8,0.05,0.05,23,32
0.8,0.05,0.05,24,38
0.8,0.05,0.05,25,44
0.8,0.060000000000000005,0.05,1,14
0.8,0.060000000000000005,0.05,2,18
0.8,0.060000000000000005,0.05,3,20
0.8,0.060000000000000005,0.05,4,23
0.8,0.060000000000000005,0.05,5,13
0.8,0.060000000000000005,0.05,6,38
0.8,0.060000000000000005,0.05,7,30
0.8,0.060000000000000005,0.05,8,16
0.8,0.060000000000000005,0.05,9,24
0.8,0.060000000000000005,0.05,10,23
0.8,0.060000000000000005,0.05,11,31
0.8,0.060000000000000005,0.05,12,31
0.8,0.060000000000000005,0.05,13,26
0.8,0.060000000000000005,0.05,14,18
0.8,0.060000000000000005,0.05,15,30
0.8,0.060000000000000005,0.05,16,21
0.8,0.060000000000000005,0.05,17,39
0.8,0.060000000000000005,0.05,18,34
0.8,0.060000000000000005,0.05,19,28
0.8,0.060000000000000005,0.05,20,36
0.8,0.060000000000000005,0.05,21,22
0.8,0.060000000000000005,0.05,22,20
0.8,0.060000000000000005,0.05,23,25
0.8,0.060000000000000005,0.05,24,17
0.8,0.060000000000000005,0.05,25,21
0.8,0.06999999999999999,0.05,1,20
0.8,0.06999999999999999,0.05,2,29
0.8,0.06999999999999999,0.05,3,38
0.8,0.06999999999999999,0.05,4,11
0.8,0.06999999999999999,0.05,5,26
0.8,0.06999999999999999,0.05,6,22
0.8,0.06999999999999999,0.05,7,25
0.8,0.06999999999999999,0.05,8,44
0.8,0.06999999999999999,0.05,9,15
0.8,0.06999999999999999,0.05,10,42
0.8,0.06999999999999999,0.05,11,22
0.8,0.06999999999999999,0.05,12,26
0.8,0.06999999999999999,0.05,13,32
0.8,0.06999999999999999,0.05,14,30
0.8,0.06999999999999999,0.05,15,17
0.8,0.06999999999999999,0.05,16,16
0.8,0.06999999999999999,0.05,17,46
0.8,0.06999999999999999,0.05,18,27
0.8,0.06999999999999999,0.05,19,24
0.8,0.06999999999999999,0.05,20,45
0.8,0.06999999999999999,0.05,21,30
0.8,0.06999999999999999,0.05,22,29
0.8,0.06999999999999999,0.05,23,32
0.8,0.06999999999999999,0.05,24,18
0.8,0.06999999999999999,0.05,25,22
0.8,0.08,0.05,1,12
0.8,0.08,0.05,2,43
0.8,0.08,0.05,3,25
0.8,0.08,0.05,4,34
0.8,0.08,0.05,5,20
0.8,0.08,0.05,6,24
0.8,0.08,0.05,7,23
0.8,0.08,0.05,8,27
0.8,0.08,0.05,9,23
0.8,0.08,0.05,10,42
0.8,0.08,0.05,11,18
0.8,0.08,0.05,12,26
0.8,0.08,0.05,13,17
0.8,0.08,0.05,14,17
0.8,0.08,0.05,15,22
0.8,0.08,0.05,16,30
0.8,0.08,0.05,17,25
0.8,0.08,0.05,18,22
0.8,0.08,0.05,19,22
0.8,0.08,0.05,20,29
0.8,0.08,0.05,21,10
0.8,0.08,0.05,22,16
0.8,0.08,0.05,23,30
0.8,0.08,0.05,24,11
0.8,0.08,0.05,25,20
0.9,0.01,0.05,1,43
0.9,0.01,0.05,2,52
0.9,0.01,0.05,3,123
0.9,0.01,0.05,4,106
0.9,0.01,0.05,5,42
0.9,0.01,0.05,6,20
0.9,0.01,0.05,7,63
0.9,0.01,0.05,8,47
0.9,0.01,0.05,9,70
0.9,0.01,0.05,10,39
0.9,0.01,0.05,11,27
0.9,0.01,0.05,12,59
0.9,0.01,0.05,13,32
0.9,0.01,0.05,14,40
0.9,0.01,0.05,15,25
0.9,0.01,0.05,16,41
0.9,0.01,0.05,17,105
0.9,0.01,0.05,18,28
0.9,0.01,0.05,19,36
0.9,0.01,0.05,20,70
0.9,0.01,0.05,21,51
0.9,0.01,0.05,22,94
0.9,0.01,0.05,23,31
0.9,0.01,0.05,24,37
0.9,0.01,0.05,25,57
0.9,0.02,0.05,1,34
0.9,0.02,0.05,2,24
0.9,0.02,0.05,3,35
0.9,0.02,0.05,4,41
0.9,0.02,0.05,5,153
0.9,0.02,0.05,6,80
0.9,0.02,0.05,7,45
0.9,0.02,0.05,8,26
0.9,0.02,0.05,9,68
0.9,0.02,0.05,10,36
0.9,0.02,0.05,11,36
0.9,0.02,0.05,12,64
0.9,0.02,0.05,13,56
0.9,0.02,0.05,14,62
0.9,0.02,0.05,15,117
0.9,0.02,0.05,16,59
0.9,0.02,0.05,17,74
0.9,0.02,0.05,18,57
0.9,0.02,0.05,19,68
0.9,0.02,0.05,20,16
0.9,0.02,0.05,21,30
0.9,0.02,0.05,22,33
0.9,0.02,0.05,23,25
0.9,0.02,0.05,24,116
0.9,0.02,0.05,25,23
0.9,0.03,0.05,1,62
0.9,0.03,0.05,2,26
0.9,0.03,0.05,3,95
0.9,0.03,0.05,4,39
0.9,0.03,0.05,5,68
0.9,0.03,0.05,6,65
0.9,0.03,0.05,7,39
0.9,0.03,0.05,8,48
0.9,0.03,0.05,9,19
0.9,0.03,0.05,10,71
0.9,0.03,0.05,11,57
0.9,0.03,0.05,12,78
0.9,0.03,0.05,13,57
0.9,0.03,0.05,14,64
0.9,0.03,0.05,15,45
0.9,0.03,0.05,16,56
0.9,0.03,0.05,17,45
0.9,0.03,0.05,18,63
0.9,0.03,0.05,19,84
0.9,0.03,0.05,20,51
0.9,0.03,0.05,21,40
0.9,0.03,0.05,22,59
0.9,0.03,0.05,23,41
0.9,0.03,0.05,24,16
0.9,0.03,0.05,25,54
0.9,0.04,0.05,1,27
0.9,0.04,0.05,2,65
0.9,0.04,0.05,3,35
0.9,0.04,0.05,4,84
0.9,0.04,0.05,5,37
0.9,0.04,0.05,6,65
0.9,0.04,0.05,7,54
0.9,0.04,0.05,8,53
0.9,0.04,0.05,9,68
0.9,0.04,0.05,10,82
0.9,0.04,0.05,11,43
0.9,0.04,0.05,12,34
0.9,0.04,0.05,13,51
0.9,0.04,0.05,14,26
0.9,0.04,0.05,15,28
0.9,0.04,0.05,16,95
0.9,0.04,0.05,17,33
0.9,0.04,0.05,18,90
0.9,0.04,0.05,19,43
0.9,0.04,0.05,20,33
0.9,0.04,0.05,21,60
0.9,0.04,0.05,22,50
0.9,0.04,0.05,23,21
0.9,0.04,0.05,24,37
0.9,0.04,0.05,25,42
0.9,0.05,0.05,1,29
0.9,0.05,0.05,2,37
0.9,0.05,0.05,3,44
0.9,0.05,0.05,4,30
0.9,0.05,0.05,5,29
0.9,0.05,0.05,6,27
0.9,0.05,0.05,7,48
0.9,0.05,0.05,8,45
0.9,0.05,0.05,9,55
0.9,0.05,0.05,10,49
0.9,0.05,0.05,11,37
0.9,0.05,0.05,12,53
0.9,0.05,0.05,13,30
0.9,0.05,0.05,14,34
0.9,0.05,0.05,15,83
0.9,0.05,0.05,16,42
0.9,0.05,0.05,17,52
0.9,0.05,0.05,18,40
0.9,0.05,0.05,19,19
0.9,0.05,0.05,20,31
0.9,0.05,0.05,21,19
0.9,0.05,0.05,22,21
0.9,0.05,0.05,23,24
0.9,0.05,0.05,24,86
0.9,0.05,0.05,25,44
0.9,0.060000000000000005,0.05,1,16
0.9,0.060000000000000005,0.05,2,31
0.9,0.060000000000000005,0.05,3,45
0.9,0.060000000000000005,0.05,4,32
0.9,0.060000000000000005,0.05,5,37
0.9,0.060000000000000005,0.05,6,41
0.9,0.060000000000000005,0.05,7,24
0.9,0.060000000000000005,0.05,8,29
0.9,0.060000000000000005,0.05,9,49
0.9,0.060000000000000005,0.05,10,44
0.9,0.060000000000000005,0.05,11,19
0.9,0.060000000000000005,0.05,12,21
0.9,0.060000000000000005,0.05,13,49
0.9,0.060000000000000005,0.05,14,47
0.9,0.060000000000000005,0.05,15,108
0.9,0.060000000000000005,0.05,16,36
0.9,0.060000000000000005,0.05,17,37
0.9,0.060000000000000005,0.05,18,65
0.9,0.060000000000000005,0.05,19,65
0.9,0.060000000000000005,0.05,20,45
0.9,0.060000000000000005,0.05,21,54
0.9,0.060000000000000005,0.05,22,54
0.9,0.060000000000000005,0.05,23,45
0.9,0.060000000000000005,0.05,24,30
0.9,0.060000000000000005,0.05,25,34
0.9,0.06999999999999999,0.05,1,13
0.9,0.06999999999999999,0.05,2,33
0.9,0.06999999999999999,0.05,3,33
0.9,0.06999999999999999,0.05,4,18
0.9,0.06999999999999999,0.05,5,24
0.9,0.06999999999999999,0.05,6,44
0.9,0.06999999999999999,0.05,7,44
0.9,0.06999999999999999,0.05,8,54
0.9,0.06999999999999999,0.05,9,45
0.9,0.06999999999999999,0.05,10,36
0.9,0.06999999999999999,0.05,11,25
0.9,0.06999999999999999,0.05,12,45
0.9,0.06999999999999999,0.05,13,48
0.9,0.06999999999999999,0.05,14,38
0.9,0.06999999999999999,0.05,15,29
0.9,0.06999999999999999,0.05,16,21
0.9,0.06999999999999999,0.05,17,20
0.9,0.06999999999999999,0.05,18,51
0.9,0.06999999999999999,0.05,19,20
0.9,0.06999999999999999,0.05,20,56
0.9,0.06999999999999999,0.05,21,23
0.9,0.06999999999999999,0.05,22,103
0.9,0.06999999999999999,0.05,23,46
0.9,0.06999999999999999,0.05,24,42
0.9,0.06999999999999999,0.05,25,48
0.9,0.08,0.05,1,35
0.9,0.08,0.05,2,15
0.9,0.08,0.05,3,74
0.9,0.08,0.05,4,20
0.9,0.08,0.05,5,13
0.9,0.08,0.05,6,38
0.9,0.08,0.05,7,26
0.9,0.08,0.05,8,42
0.9,0.08,0.05,9,22
0.9,0.08,0.05,10,69
0.9,0.08,0.05,11,34
0.9,0.08,0.05,12,34
0.9,0.08,0.05,13,73
0.9,0.08,0.05,14,20
0.9,0.08,0.05,15,27
0.9,0.08,0.05,16,35
0.9,0.08,0.05,17,35
0.9,0.08,0.05,18,27
0.9,0.08,0.05,19,39
0.9,0.08,0.05,20,27
0.9,0.08,0.05,21,45
0.9,0.08,0.05,22,24
0.9,0.08,0.05,23,40
0.9,0.08,0.05,24,17
0.9,0.08,0.05,25,43
1,0.01,0.05,1,127
1,0.01,0.05,2,1479
1,0.01,0.05,3,630
1,0.01,0.05,4,148
1,0.01,0.05,5,106
1,0.01,0.05,6,647
1,0.01,0.05,7,503
1,0.01,0.05,8,77
1,0.01,0.05,9,56
1,0.01,0.05,10,118
1,0.01,0.05,11,586
1,0.01,0.05,12,117
1,0.01,0.05,13,2130
1,0.01,0.05,14,40
1,0.01,0.05,15,775
1,0.01,0.05,16,48
1,0.01,0.05,17,1411
1,0.01,0.05,18,140
1,0.01,0.05,19,492
1,0.01,0.05,20,1523
1,0.01,0.05,21,846
1,0.01,0.05,22,1215
1,0.01,0.05,23,291
1,0.01,0.05,24,452
1,0.01,0.05,25,474
1,0.02,0.05,1,174
1,0.02,0.05,2,116
1,0.02,0.05,3,1469
1,0.02,0.05,4,95
1,0.02,0.05,5,303
1,0.02,0.05,6,245
1,0.02,0.05,7,576
1,0.02,0.05,8,50
1,0.02,0.05,9,524
1,0.02,0.05,10,261
1,0.02,0.05,11,362
1,0.02,0.05,12,120
1,0.02,0.05,13,650
1,0.02,0.05,14,115
1,0.02,0.05,15,507
1,0.02,0.05,16,298
1,0.02,0.05,17,149
1,0.02,0.05,18,240
1,0.02,0.05,19,187
1,0.02,0.05,20,201
1,0.02,0.05,21,486
1,0.02,0.05,22,367
1,0.02,0.05,23,1011
1,0.02,0.05,24,126
1,0.02,0.05,25,114
1,0.03,0.05,1,29
1,0.03,0.05,2,127
1,0.03,0.05,3,205
1,0.03,0.05,4,240
1,0.03,0.05,5,61
1,0.03,0.05,6,112
1,0.03,0.05,7,288
1,0.03,0.05,8,230
1,0.03,0.05,9,83
1,0.03,0.05,10,165
1,0.03,0.05,11,39
1,0.03,0.05,12,79
1,0.03,0.05,13,120
1,0.03,0.05,14,384
1,0.03,0.05,15,41
1,0.03,0.05,16,138
1,0.03,0.05,17,66
1,0.03,0.05,18,88
1,0.03,0.05,19,131
1,0.03,0.05,20,207
1,0.03,0.05,21,174
1,0.03,0.05,22,332
1,0.03,0.05,23,74
1,0.03,0.05,24,55
1,0.03,0.05,25,84
1,0.04,0.05,1,139
1,0.04,0.05,2,41
1,0.04,0.05,3,151
1,0.04,0.05,4,318
1,0.04,0.05,5,240
1,0.04,0.05,6,25
1,0.04,0.05,7,217
1,0.04,0.05,8,46
1,0.04,0.05,9,128
1,0.04,0.05,10,153
1,0.04,0.05,11,64
1,0.04,0.05,12,418
1,0.04,0.05,13,192
1,0.04,0.05,14,179
1,0.04,0.05,15,422
1,0.04,0.05,16,164
1,0.04,0.05,17,153
1,0.04,0.05,18,103
1,0.04,0.05,19,224
1,0.04,0.05,20,114
1,0.04,0.05,21,39
1,0.04,0.05,22,177
1,0.04,0.05,23,603
1,0.04,0.05,24,144
1,0.04,0.05,25,275
1,0.05,0.05,1,121
1,0.05,0.05,2,149
1,0.05,0.05,3,59
1,0.05,0.05,4,74
1,0.05,0.05,5,149
1,0.05,0.05,6,59
1,0.05,0.05,7,111
1,0.05,0.05,8,260
1,0.05,0.05,9,76
1,0.05,0.05,10,93
1,0.05,0.05,11,132
1,0.05,0.05,12,33
1,0.05,0.05,13,51
1,0.05,0.05,14,48
1,0.05,0.05,15,131
1,0.05,0.05,16,21
1,0.05,0.05,17,40
1,0.05,0.05,18,59
1,0.05,0.05,19,46
1,0.05,0.05,20,98
1,0.05,0.05,21,97
1,0.05,0.05,22,597
1,0.05,0.05,23,243
1,0.05,0.05,24,162
1,0.05,0.05,25,97
1,0.060000000000000005,0.05,1,67
1,0.060000000000000005,0.05,2,255
1,0.060000000000000005,0.05,3,190
1,0.060000000000000005,0.05,4,102
1,0.060000000000000005,0.05,5,166
1,0.060000000000000005,0.05,6,71
1,0.060000000000000005,0.05,7,50
1,0.060000000000000005,0.05,8,157
1,0.060000000000000005,0.05,9,144
1,0.060000000000000005,0.05,10,52
1,0.060000000000000005,0.05,11,47
1,0.060000000000000005,0.05,12,28
1,0.060000000000000005,0.05,13,43
1,0.060000000000000005,0.05,14,125
1,0.060000000000000005,0.05,15,205
1,0.060000000000000005,0.05,16,168
1,0.060000000000000005,0.05,17,52
1,0.060000000000000005,0.05,18,77
1,0.060000000000000005,0.05,19,31
1,0.060000000000000005,0.05,20,443
1,0.060000000000000005,0.05,21,120
1,0.060000000000000005,0.05,22,153
1,0.060000000000000005,0.05,23,128
1,0.060000000000000005,0.05,24,121
1,0.060000000000000005,0.05,25,108
1,0.06999999999999999,0.05,1,336
1,0.06999999999999999,0.05,2,114
1,0.06999999999999999,0.05,3,196
1,0.06999999999999999,0.05,4,534
1,0.06999999999999999,0.05,5,54
1,0.06999999999999999,0.05,6,62
1,0.06999999999999999,0.05,7,236
1,0.06999999999999999,0.05,8,46
1,0.06999999999999999,0.05,9,31
1,0.06999999999999999,0.05,10,103
1,0.06999999999999999,0.05,11,50
1,0.06999999999999999,0.05,12,70
1,0.06999999999999999,0.05,13,71
1,0.06999999999999999,0.05,14,116
1,0.06999999999999999,0.05,15,91
1,0.06999999999999999,0.05,16,55
1,0.06999999999999999,0.05,17,133
1,0.06999999999999999,0.05,18,101
1,0.06999999999999999,0.05,19,38
1,0.06999999999999999,0.05,20,114
1,0.06999999999999999,0.05,21,186
1,0.06999999999999999,0.05,22,216
1,0.06999999999999999,0.05,23,49
1,0.06999999999999999,0.05,24,84
1,0.06999999999999999,0.05,25,38
1,0.08,0.05,1,134
1,0.08,0.05,2,108
1,0.08,0.05,3,52
1,0.08,0.05,4,68
1,0.08,0.05,5,54
1,0.08,0.05,6,37
1,0.08,0.05,7,188
1,0.08,0.05,8,31
1,0.08,0.05,9,339
1,0.08,0.05,10,154
1,0.08,0.05,11,117
1,0.08,0.05,12,60
1,0.08,0.05,13,72
1,0.08,0.05,14,27
1,0.08,0.05,15,37
1,0.08,0.05,16,56
1,0.08,0.05,17,115
1,0.08,0.05,18,155
1,0.08,0.05,19,169
1,0.08,0.05,20,91
1,0.08,0.05,21,42
1,0.08,0.05,22,73
1,0.08,0.05,23,78
1,0.08,0.05,24,46
1,0.08,0.05,25,73
1.1,0.01,0.05,1,680656
1.1,0.01,0.05,2,232116
1.1,0.01,0.05,3,282012
1.1,0.01,0.05,4,621188
1.1,0.01,0.05,5,24249
1.1,0.01,0.05,6,537865
1.1,0.01,0.05,7,116241
1.1,0.01,0.05,8,1218991
1.1,0.01,0.05,9,862738
1.1,0.01,0.05,10,2736030
1.1,0.01,0.05,11,1248644
1.1,0.01,0.05,12,1133769
1.1,0.01,0.05,13,259168
1.1,0.01,0.05,14,386224
1.1,0.01,0.05,15,487443
1.1,0.01,0.05,16,665531
1.1,0.01,0.05,17,263083
1.1,0.01,0.05,18,686979
1.1,0.01,0.05,19,1570301
1.1,0.01,0.05,20,2679195
1.1,0.01,0.05,21,114380
1.1,0.01,0.05,22,1082380
1.1,0.01,0.05,23,361974
1.1,0.01,0.05,24,589948
1.1,0.01,0.05,25,30940
1.1,0.02,0.05,1,59345
1.1,0.02,0.05,2,28896
1.1,0.02,0.05,3,424376
1.1,0.02,0.05,4,424995
1.1,0.02,0.05,5,271293
1.1,0.02,0.05,6,21658
1.1,0.02,0.05,7,97403
1.1,0.02,0.05,8,198059
1.1,0.02,0.05,9,79182
1.1,0.02,0.05,10,341840
1.1,0.02,0.05,11,27463
1.1,0.02,0.05,12,60661
1.1,0.02,0.05,13,143410
1.1,0.02,0.05,14,123828
1.1,0.02,0.05,15,37184
1.1,0.02,0.05,16,337951
1.1,0.02,0.05,17,145922
1.1,0.02,0.05,18,31133
1.1,0.02,0.05,19,2989
1.1,0.02,0.05,20,125718
1.1,0.02,0.05,21,27909
1.1,0.02,0.05,22,35847
1.1,0.02,0.05,23,65163
1.1,0.02,0.05,24,112575
1.1,0.02,0.05,25,37083
1.1,0.03,0.05,1,23121
1.1,0.03,0.05,2,20125
1.1,0.03,0.05,3,30933
1.1,0.03,0.05,4,47890
1.1,0.03,0.05,5,28504
1.1,0.03,0.05,6,6800
1.1,0.03,0.05,7,4161
1.1,0.03,0.05,8,13343
1.1,0.03,0.05,9,22932
1.1,0.03,0.05,10,31833
1.1,0.03,0.05,11,7750
1.1,0.03,0.05,12,609
1.1,0.03,0.05,13,74326
1.1,0.03,0.05,14,141764
1.1,0.03,0.05,15,94855
1.1,0.03,0.05,16,77
1.1,0.03,0.05,17,23438
1.1,0.03,0.05,18,112768
1.1,0.03,0.05,19,34125
1.1,0.03,0.05,20,10640
1.1,0.03,0.05,21,51442
1.1,0.03,0.05,22,12259
1.1,0.03,0.05,23,28837
1.1,0.03,0.05,24,23234
1.1,0.03,0.05,25,16045
1.1,0.04,0.05,1,8094
1.1,0.04,0.05,2,7334
1.1,0.04,0.05,3,6372
1.1,0.04,0.05,4,38247
1.1,0.04,0.05,5,15191
1.1,0.04,0.05,6,6165
1.1,0.04,0.05,7,15312
1.1,0.04,0.05,8,11403
1.1,0.04,0.05,9,28370
1.1,0.04,0.05,10,35956
1.1,0.04,0.05,11,10448
1.1,0.04,0.05,12,25390
1.1,0.04,0.05,13,11577
1.1,0.04,0.05,14,48133
1.1,0.04,0.05,15,106614
1.1,0.04,0.05,16,18505
1.1,0.04,0.05,17,4216
1.1,0.04,0.05,18,71593
1.1,0.04,0.05,19,5404
1.1,0.04,0.05,20,12959
1.1,0.04,0.05,21,12623
1.1,0.04,0.05,22,9464
1.1,0.04,0.05,23,849
1.1,0.04,0.05,24,5782
1.1,0.04,0.05,25,29844
1.1,0.05,0.05,1,5175
1.1,0.05,0.05,2,10473
1.1,0.05,0.05,3,15087
1.1,0.05,0.05,4,7831
1.1,0.05,0.05,5,10642
1.1,0.05,0.05,6,2874
1.1,0.05,0.05,7,1094
1.1,0.05,0.05,8,1269
1.1,0.05,0.05,9,33389
1.1,0.05,0.05,10,27534
1.1,0.05,0.05,11,70
1.1,0.05,0.05,12,317
1.1,0.05,0.05,13,3973
1.1,0.05,0.05,14,17938
1.1,0.05,0.05,15,32512
1.1,0.05,0.05,16,10247
1.1,0.05,0.05,17,26381
1.1,0.05,0.05,18,2794
1.1,0.05,0.05,19,3494
1.1,0.05,0.05,20,2947
1.1,0.05,0.05,21,1813
1.1,0.05,0.05,22,847
1.1,0.05,0.05,23,29514
1.1,0.05,0.05,24,6181
1.1,0.05,0.05,25,30744
1.1,0.060000000000000005,0.05,1,5552
1.1,0.060000000000000005,0.05,2,8634
1.1,0.060000000000000005,0.05,3,9355
1.1,0.060000000000000005,0.05,4,5403
1.1,0.060000000000000005,0.05,5,9063
1.1,0.060000000000000005,0.05,6,1246
1.1,0.060000000000000005,0.05,7,1886
1.1,0.060000000000000005,0.05,8,4865
1.1,0.060000000000000005,0.05,9,2049
1.1,0.060000000000000005,0.05,10,829
1.1,0.060000000000000005,0.05,11,606
1.1,0.060000000000000005,0.05,12,529
1.1,0.060000000000000005,0.05,13,5232
1.1,0.060000000000000005,0.05,14,3823
1.1,0.060000000000000005,0.05,15,11389
1.1,0.060000000000000005,0.05,16,6292
1.1,0.060000000000000005,0.05,17,2078
1.1,0.060000000000000005,0.05,18,13767
1.1,0.060000000000000005,0.05,19,1732
1.1,0.060000000000000005,0.05,20,13292
1.1,0.060000000000000005,0.05,21,3572
1.1,0.060000000000000005,0.05,22,536
1.1,0.060000000000000005,0.05,23,5238
1.1,0.060000000000000005,0.05,24,2328
1.1,0.060000000000000005,0.05,25,573
1.1,0.06999999999999999,0.05,1,503
1.1,0.06999999999999999,0.05,2,7284
1.1,0.06999999999999999,0.05,3,749
1.1,0.06999999999999999,0.05,4,4913
1.1,0.06999999999999999,0.05,5,13580
1.1,0.06999999999999999,0.05,6,1829
1.1,0.06999999999999999,0.05,7,2484
1.1,0.06999999999999999,0.05,8,716
1.1,0.06999999999999999,0.05,9,4097
1.1,0.06999999999999999,0.05,10,270
1.1,0.06999999999999999,0.05,11,58
1.1,0.06999999999999999,0.05,12,325
1.1,0.06999999999999999,0.05,13,449
1.1,0.06999999999999999,0.05,14,986
1.1,0.06999999999999999,0.05,15,1596
1.1,0.06999999999999999,0.05,16,1591
1.1,0.06999999999999999,0.05,17,696
1.1,0.06999999999999999,0.05,18,3514
1.1,0.06999999999999999,0.05,19,445
1.1,0.06999999999999999,0.05,20,1437
1.1,0.06999999999999999,0.05,21,95
1.1,0.06999999999999999,0.05,22,4413
1.1,0.06999999999999999,0.05,23,2282
1.1,0.06999999999999999,0.05,24,577
1.1,0.06999999999999999,0.05,25,320
1.1,0.08,0.05,1,4405
1.1,0.08,0.05,2,754
1.1,0.08,0.05,3,1330
1.1,0.08,0.05,4,818
1.1,0.08,0.05,5,5485
1.1,0.08,0.05,6,1747
1.1,0.08,0.05,7,790
1.1,0.08,0.05,8,3600
1.1,0.08,0.05,9,413
1.1,0.08,0.05,10,976
1.1,0.08,0.05,11,4284
1.1,0.08,0.05,12,2477
1.1,0.08,0.05,13,477
1.1,0.08,0.05,14,967
1.1,0.08,0.05,15,18
1.1,0.08,0.05,16,773
1.1,0.08,0.05,17,4466
1.1,0.08,0.05,18,674
1.1,0.08,0.05,19,851
1.1,0.08,0.05,20,4514
1.1,0.08,0.05,21,220
1.1,0.08,0.05,22,2735
1.1,0.08,0.05,23,800
1.1,0.08,0.05,24,729
1.1,0.08,0.05,25,361
0.8,0.01,0.1,1,44
0.8,0.01,0.1,2,18
0.8,0.01,0.1,3,40
0.8,0.01,0.1,4,30
0.8,0.01,0.1,5,69
0.8,0.01,0.1,6,28
0.8,0.01,0.1,7,27
0.8,0.01,0.1,8,12
0.8,0.01,0.1,9,39
0.8,0.01,0.1,10,36
0.8,0.01,0.1,11,16
0.8,0.01,0.1,12,42
0.8,0.01,0.1,13,19
0.8,0.01,0.1,14,13
0.8,0.01,0.1,15,26
0.8,0.01,0.1,16,49
0.8,0.01,0.1,17,30
0.8,0.01,0.1,18,14
0.8,0.01,0.1,19,20
0.8,0.01,0.1,20,30
0.8,0.01,0.1,21,23
0.8,0.01,0.1,22,32
0.8,0.01,0.1,23,41
0.8,0.01,0.1,24,26
0.8,0.01,0.1,25,27
0.8,0.02,0.1,1,16
0.8,0.02,0.1,2,29
0.8,0.02,0.1,3,38
0.8,0.02,0.1,4,19
0.8,0.02,0.1,5,15
0.8,0.02,0.1,6,20
0.8,0.02,0.1,7,39
0.8,0.02,0.1,8,35
0.8,0.02,0.1,9,22
0.8,0.02,0.1,10,24
0.8,0.02,0.1,11,25
0.8,0.02,0.1,12,21
0.8,0.02,0.1,13,11
0.8,0.02,0.1,14,22
0.8,0.02,0.1,15,48
0.8,0.02,0.1,16,36
0.8,0.02,0.1,17,21
0.8,0.02,0.1,18,25
0.8,0.02,0.1,19,40
0.8,0.02,0.1,20,47
0.8,0.02,0.1,21,23
0.8,0.02,0.1,22,55
0.8,0.02,0.1,23,17
0.8,0.02,0.1,24,24
0.8,0.02,0.1,25,26
0.8,0.03,0.1,1,19
0.8,0.03,0.1,2,25
0.8,0.03,0.1,3,25
0.8,0.03,0.1,4,31
0.8,0.03,0.1,5,30
0.8,0.03,0.1,6,27
0.8,0.03,0.1,7,44
