F_val_m,mu_m,sh_val,repeat_num,t_f
0.8,0.03,0.1,8,11
0.8,0.03,0.1,9,21
0.8,0.03,0.1,10,31
0.8,0.03,0.1,11,21
0.8,0.03,0.1,12,22
0.8,0.03,0.1,13,44
0.8,0.03,0.1,14,21
0.8,0.03,0.1,15,33
0.8,0.03,0.1,16,26
0.8,0.03,0.1,17,43
0.8,0.03,0.1,18,77
0.8,0.03,0.1,19,39
0.8,0.03,0.1,20,35
0.8,0.03,0.1,21,20
0.8,0.03,0.1,22,48
0.8,0.03,0.1,23,31
0.8,0.03,0.1,24,17
0.8,0.03,0.1,25,14
0.8,0.04,0.1,1,23
0.8,0.04,0.1,2,23
0.8,0.04,0.1,3,29
0.8,0.04,0.1,4,19
0.8,0.04,0.1,5,24
0.8,0.04,0.1,6,23
0.8,0.04,0.1,7,23
0.8,0.04,0.1,8,54
0.8,0.04,0.1,9,38
0.8,0.04,0.1,10,25
0.8,0.04,0.1,11,32
0.8,0.04,0.1,12,22
0.8,0.04,0.1,13,37
0.8,0.04,0.1,14,33
0.8,0.04,0.1,15,34
0.8,0.04,0.1,16,26
0.8,0.04,0.1,17,20
0.8,0.04,0.1,18,25
0.8,0.04,0.1,19,30
0.8,0.04,0.1,20,35
0.8,0.04,0.1,21,26
0.8,0.04,0.1,22,20
0.8,0.04,0.1,23,12
0.8,0.04,0.1,24,28
0.8,0.04,0.1,25,19
0.8,0.05,0.1,1,23
0.8,0.05,0.1,2,16
0.8,0.05,0.1,3,51
0.8,0.05,0.1,4,12
0.8,0.05,0.1,5,15
0.8,0.05,0.1,6,24
0.8,0.05,0.1,7,17
0.8,0.05,0.1,8,46
0.8,0.05,0.1,9,12
0.8,0.05,0.1,10,36
0.8,0.05,0.1,11,27
0.8,0.05,0.1,12,23
0.8,0.05,0.1,13,18
0.8,0.05,0.1,14,25
0.8,0.05,0.1,15,22
0.8,0.05,0.1,16,25
0.8,0.05,0.1,17,49
0.8,0.05,0.1,18,20
0.8,0.05,0.1,19,26
0.8,0.05,0.1,20,61
0.8,0.05,0.1,21,30
0.8,0.05,0.1,22,20
0.8,0.05,0.1,23,27
0.8,0.05,0.1,24,15
0.8,0.05,0.1,25,13
0.8,0.060000000000000005,0.1,1,36
0.8,0.060000000000000005,0.1,2,17
0.8,0.060000000000000005,0.1,3,41
0.8,0.060000000000000005,0.1,4,18
0.8,0.060000000000000005,0.1,5,25
0.8,0.060000000000000005,0.1,6,18
0.8,0.060000000000000005,0.1,7,24
0.8,0.060000000000000005,0.1,8,44
0.8,0.060000000000000005,0.1,9,21
0.8,0.060000000000000005,0.1,10,61
0.8,0.060000000000000005,0.1,11,16
0.8,0.060000000000000005,0.1,12,24
0.8,0.060000000000000005,0.1,13,19
0.8,0.060000000000000005,0.1,14,33
0.8,0.060000000000000005,0.1,15,18
0.8,0.060000000000000005,0.1,16,42
0.8,0.060000000000000005,0.1,17,28
0.8,0.060000000000000005,0.1,18,33
0.8,0.060000000000000005,0.1,19,32
0.8,0.060000000000000005,0.1,20,27
0.8,0.060000000000000005,0.1,21,33
0.8,0.060000000000000005,0.1,22,32
0.8,0.060000000000000005,0.1,23,26
0.8,0.060000000000000005,0.1,24,23
0.8,0.060000000000000005,0.1,25,21
0.8,0.06999999999999999,0.1,1,32
0.8,0.06999999999999999,0.1,2,26
0.8,0.06999999999999999,0.1,3,24
0.8,0.06999999999999999,0.1,4,30
0.8,0.06999999999999999,0.1,5,41
0.8,0.06999999999999999,0.1,6,37
0.8,0.06999999999999999,0.1,7,30
0.8,0.06999999999999999,0.1,8,15
0.8,0.06999999999999999,0.1,9,22
0.8,0.06999999999999999,0.1,10,25
0.8,0.06999999999999999,0.1,11,27
0.8,0.06999999999999999,0.1,12,29
0.8,0.06999999999999999,0.1,13,25
0.8,0.06999999999999999,0.1,14,19
0.8,0.06999999999999999,0.1,15,29
0.8,0.06999999999999999,0.1,16,18
0.8,0.06999999999999999,0.1,17,22
0.8,0.06999999999999999,0.1,18,35
0.8,0.06999999999999999,0.1,19,22
0.8,0.06999999999999999,0.1,20,22
0.8,0.06999999999999999,0.1,21,22
0.8,0.06999999999999999,0.1,22,18
0.8,0.06999999999999999,0.1,23,21
0.8,0.06999999999999999,0.1,24,28
0.8,0.06999999999999999,0.1,25,25
0.8,0.08,0.1,1,13
0.8,0.08,0.1,2,21
0.8,0.08,0.1,3,35
0.8,0.08,0.1,4,30
0.8,0.08,0.1,5,25
0.8,0.08,0.1,6,24
0.8,0.08,0.1,7,21
0.8,0.08,0.1,8,19
0.8,0.08,0.1,9,24
0.8,0.08,0.1,10,10
0.8,0.08,0.1,11,38
0.8,0.08,0.1,12,17
0.8,0.08,0.1,13,24
0.8,0.08,0.1,14,40
0.8,0.08,0.1,15,35
0.8,0.08,0.1,16,28
0.8,0.08,0.1,17,16
0.8,0.08,0.1,18,18
0.8,0.08,0.1,19,33
0.8,0.08,0.1,20,34
0.8,0.08,0.1,21,27
0.8,0.08,0.1,22,15
0.8,0.08,0.1,23,23
0.8,0.08,0.1,24,20
0.8,0.08,0.1,25,19
0.9,0.01,0.1,1,15
0.9,0.01,0.1,2,28
0.9,0.01,0.1,3,55
0.9,0.01,0.1,4,79
0.9,0.01,0.1,5,31
0.9,0.01,0.1,6,139
0.9,0.01,0.1,7,65
0.9,0.01,0.1,8,69
0.9,0.01,0.1,9,69
0.9,0.01,0.1,10,35
0.9,0.01,0.1,11,65
0.9,0.01,0.1,12,117
0.9,0.01,0.1,13,57
0.9,0.01,0.1,14,57
0.9,0.01,0.1,15,108
0.9,0.01,0.1,16,102
0.9,0.01,0.1,17,46
0.9,0.01,0.1,18,37
0.9,0.01,0.1,19,61
0.9,0.01,0.1,20,45
0.9,0.01,0.1,21,117
0.9,0.01,0.1,22,57
0.9,0.01,0.1,23,40
0.9,0.01,0.1,24,124
0.9,0.01,0.1,25,34
0.9,0.02,0.1,1,62
0.9,0.02,0.1,2,43
0.9,0.02,0.1,3,113
0.9,0.02,0.1,4,38
0.9,0.02,0.1,5,79
0.9,0.02,0.1,6,25
0.9,0.02,0.1,7,28
0.9,0.02,0.1,8,46
0.9,0.02,0.1,9,64
0.9,0.02,0.1,10,37
0.9,0.02,0.1,11,21
0.9,0.02,0.1,12,39
0.9,0.02,0.1,13,42
0.9,0.02,0.1,14,126
0.9,0.02,0.1,15,43
0.9,0.02,0.1,16,41
0.9,0.02,0.1,17,18
0.9,0.02,0.1,18,17
0.9,0.02,0.1,19,61
0.9,0.02,0.1,20,76
0.9,0.02,0.1,21,53
0.9,0.02,0.1,22,125
0.9,0.02,0.1,23,33
0.9,0.02,0.1,24,57
0.9,0.02,0.1,25,36
0.9,0.03,0.1,1,33
0.9,0.03,0.1,2,44
0.9,0.03,0.1,3,45
0.9,0.03,0.1,4,66
0.9,0.03,0.1,5,42
0.9,0.03,0.1,6,47
0.9,0.03,0.1,7,65
0.9,0.03,0.1,8,37
0.9,0.03,0.1,9,63
0.9,0.03,0.1,10,63
0.9,0.03,0.1,11,73
0.9,0.03,0.1,12,80
0.9,0.03,0.1,13,44
0.9,0.03,0.1,14,63
0.9,0.03,0.1,15,64
0.9,0.03,0.1,16,67
0.9,0.03,0.1,17,44
0.9,0.03,0.1,18,53
0.9,0.03,0.1,19,37
0.9,0.03,0.1,20,88
0.9,0.03,0.1,21,105
0.9,0.03,0.1,22,126
0.9,0.03,0.1,23,36
0.9,0.03,0.1,24,26
0.9,0.03,0.1,25,21
0.9,0.04,0.1,1,27
0.9,0.04,0.1,2,23
0.9,0.04,0.1,3,39
0.9,0.04,0.1,4,39
0.9,0.04,0.1,5,71
0.9,0.04,0.1,6,67
0.9,0.04,0.1,7,42
0.9,0.04,0.1,8,30
0.9,0.04,0.1,9,22
0.9,0.04,0.1,10,49
0.9,0.04,0.1,11,57
0.9,0.04,0.1,12,17
0.9,0.04,0.1,13,44
0.9,0.04,0.1,14,75
0.9,0.04,0.1,15,30
0.9,0.04,0.1,16,41
0.9,0.04,0.1,17,32
0.9,0.04,0.1,18,49
0.9,0.04,0.1,19,24
0.9,0.04,0.1,20,44
0.9,0.04,0.1,21,39
0.9,0.04,0.1,22,28
0.9,0.04,0.1,23,48
0.9,0.04,0.1,24,30
0.9,0.04,0.1,25,52
0.9,0.05,0.1,1,43
0.9,0.05,0.1,2,76
0.9,0.05,0.1,3,26
0.9,0.05,0.1,4,56
0.9,0.05,0.1,5,58
0.9,0.05,0.1,6,59
0.9,0.05,0.1,7,49
0.9,0.05,0.1,8,80
0.9,0.05,0.1,9,81
0.9,0.05,0.1,10,68
0.9,0.05,0.1,11,48
0.9,0.05,0.1,12,27
0.9,0.05,0.1,13,61
0.9,0.05,0.1,14,53
0.9,0.05,0.1,15,42
0.9,0.05,0.1,16,22
0.9,0.05,0.1,17,63
0.9,0.05,0.1,18,30
0.9,0.05,0.1,19,46
0.9,0.05,0.1,20,45
0.9,0.05,0.1,21,34
0.9,0.05,0.1,22,69
0.9,0.05,0.1,23,36
0.9,0.05,0.1,24,60
0.9,0.05,0.1,25,72
0.9,0.060000000000000005,0.1,1,26
0.9,0.060000000000000005,0.1,2,33
0.9,0.060000000000000005,0.1,3,73
0.9,0.060000000000000005,0.1,4,25
0.9,0.060000000000000005,0.1,5,35
0.9,0.060000000000000005,0.1,6,42
0.9,0.060000000000000005,0.1,7,44
0.9,0.060000000000000005,0.1,8,24
0.9,0.060000000000000005,0.1,9,27
0.9,0.060000000000000005,0.1,10,106
0.9,0.060000000000000005,0.1,11,38
0.9,0.060000000000000005,0.1,12,57
0.9,0.060000000000000005,0.1,13,39
0.9,0.060000000000000005,0.1,14,51
0.9,0.060000000000000005,0.1,15,43
0.9,0.060000000000000005,0.1,16,30
0.9,0.060000000000000005,0.1,17,10
0.9,0.060000000000000005,0.1,18,61
0.9,0.060000000000000005,0.1,19,40
0.9,0.060000000000000005,0.1,20,141
0.9,0.060000000000000005,0.1,21,16
0.9,0.060000000000000005,0.1,22,51
0.9,0.060000000000000005,0.1,23,37
0.9,0.060000000000000005,0.1,24,15
0.9,0.060000000000000005,0.1,25,26
0.9,0.06999999999999999,0.1,1,35
0.9,0.06999999999999999,0.1,2,10
0.9,0.06999999999999999,0.1,3,18
0.9,0.06999999999999999,0.1,4,19
0.9,0.06999999999999999,0.1,5,30
0.9,0.06999999999999999,0.1,6,22
0.9,0.06999999999999999,0.1,7,71
0.9,0.06999999999999999,0.1,8,37
0.9,0.06999999999999999,0.1,9,30
0.9,0.06999999999999999,0.1,10,20
0.9,0.06999999999999999,0.1,11,45
0.9,0.06999999999999999,0.1,12,39
0.9,0.06999999999999999,0.1,13,44
0.9,0.06999999999999999,0.1,14,46
0.9,0.06999999999999999,0.1,15,29
0.9,0.06999999999999999,0.1,16,98
0.9,0.06999999999999999,0.1,17,34
0.9,0.06999999999999999,0.1,18,80
0.9,0.06999999999999999,0.1,19,13
0.9,0.06999999999999999,0.1,20,26
0.9,0.06999999999999999,0.1,21,31
0.9,0.06999999999999999,0.1,22,46
0.9,0.06999999999999999,0.1,23,56
0.9,0.06999999999999999,0.1,24,34
0.9,0.06999999999999999,0.1,25,21
0.9,0.08,0.1,1,37
0.9,0.08,0.1,2,34
0.9,0.08,0.1,3,31
0.9,0.08,0.1,4,75
0.9,0.08,0.1,5,41
0.9,0.08,0.1,6,48
0.9,0.08,0.1,7,50
0.9,0.08,0.1,8,22
0.9,0.08,0.1,9,76
0.9,0.08,0.1,10,34
0.9,0.08,0.1,11,23
0.9,0.08,0.1,12,78
0.9,0.08,0.1,13,33
0.9,0.08,0.1,14,60
0.9,0.08,0.1,15,34
0.9,0.08,0.1,16,66
0.9,0.08,0.1,17,47
0.9,0.08,0.1,18,35
0.9,0.08,0.1,19,31
0.9,0.08,0.1,20,39
0.9,0.08,0.1,21,14
0.9,0.08,0.1,22,43
0.9,0.08,0.1,23,31
0.9,0.08,0.1,24,72
0.9,0.08,0.1,25,74
1,0.01,0.1,1,5468
1,0.01,0.1,2,539
1,0.01,0.1,3,923
1,0.01,0.1,4,512
1,0.01,0.1,5,1779
1,0.01,0.1,6,3049
1,0.01,0.1,7,730
1,0.01,0.1,8,554
1,0.01,0.1,9,1737
1,0.01,0.1,10,2058
1,0.01,0.1,11,978
1,0.01,0.1,12,1401
1,0.01,0.1,13,1538
1,0.01,0.1,14,483
1,0.01,0.1,15,149
1,0.01,0.1,16,749
1,0.01,0.1,17,1099
1,0.01,0.1,18,1725
1,0.01,0.1,19,10362
1,0.01,0.1,20,868
1,0.01,0.1,21,616
1,0.01,0.1,22,3740
1,0.01,0.1,23,1252
1,0.01,0.1,24,2231
1,0.01,0.1,25,88
1,0.02,0.1,1,955
1,0.02,0.1,2,687
1,0.02,0.1,3,102
1,0.02,0.1,4,214
1,0.02,0.1,5,148
1,0.02,0.1,6,1344
1,0.02,0.1,7,229
1,0.02,0.1,8,1313
1,0.02,0.1,9,370
1,0.02,0.1,10,1061
1,0.02,0.1,11,46
1,0.02,0.1,12,868
1,0.02,0.1,13,766
1,0.02,0.1,14,481
1,0.02,0.1,15,1921
1,0.02,0.1,16,388
1,0.02,0.1,17,603
1,0.02,0.1,18,588
1,0.02,0.1,19,263
1,0.02,0.1,20,606
1,0.02,0.1,21,564
1,0.02,0.1,22,341
1,0.02,0.1,23,822
1,0.02,0.1,24,295
1,0.02,0.1,25,137
1,0.03,0.1,1,585
1,0.03,0.1,2,181
1,0.03,0.1,3,946
1,0.03,0.1,4,140
1,0.03,0.1,5,904
1,0.03,0.1,6,887
1,0.03,0.1,7,218
1,0.03,0.1,8,158
1,0.03,0.1,9,90
1,0.03,0.1,10,255
1,0.03,0.1,11,425
1,0.03,0.1,12,104
1,0.03,0.1,13,698
1,0.03,0.1,14,1003
1,0.03,0.1,15,432
1,0.03,0.1,16,564
1,0.03,0.1,17,448
1,0.03,0.1,18,221
1,0.03,0.1,19,264
1,0.03,0.1,20,38
1,0.03,0.1,21,1312
1,0.03,0.1,22,70
1,0.03,0.1,23,44
1,0.03,0.1,24,126
1,0.03,0.1,25,219
1,0.04,0.1,1,396
1,0.04,0.1,2,51
1,0.04,0.1,3,21
1,0.04,0.1,4,115
1,0.04,0.1,5,110
1,0.04,0.1,6,106
1,0.04,0.1,7,80
1,0.04,0.1,8,67
1,0.04,0.1,9,46
1,0.04,0.1,10,550
1,0.04,0.1,11,340
1,0.04,0.1,12,47
1,0.04,0.1,13,288
1,0.04,0.1,14,702
1,0.04,0.1,15,35
1,0.04,0.1,16,122
1,0.04,0.1,17,73
1,0.04,0.1,18,1201
1,0.04,0.1,19,511
1,0.04,0.1,20,323
1,0.04,0.1,21,164
1,0.04,0.1,22,657
1,0.04,0.1,23,237
1,0.04,0.1,24,113
1,0.04,0.1,25,162
1,0.05,0.1,1,334
1,0.05,0.1,2,55
1,0.05,0.1,3,15
1,0.05,0.1,4,39
1,0.05,0.1,5,76
1,0.05,0.1,6,341
1,0.05,0.1,7,83
1,0.05,0.1,8,155
1,0.05,0.1,9,112
1,0.05,0.1,10,164
1,0.05,0.1,11,857
1,0.05,0.1,12,128
1,0.05,0.1,13,177
1,0.05,0.1,14,313
1,0.05,0.1,15,91
1,0.05,0.1,16,94
1,0.05,0.1,17,313
1,0.05,0.1,18,410
1,0.05,0.1,19,46
1,0.05,0.1,20,174
1,0.05,0.1,21,220
1,0.05,0.1,22,25
1,0.05,0.1,23,88
1,0.05,0.1,24,132
1,0.05,0.1,25,94
1,0.060000000000000005,0.1,1,385
1,0.060000000000000005,0.1,2,137
1,0.060000000000000005,0.1,3,568
1,0.060000000000000005,0.1,4,563
1,0.060000000000000005,0.1,5,346
1,0.060000000000000005,0.1,6,280
1,0.060000000000000005,0.1,7,148
1,0.060000000000000005,0.1,8,69
1,0.060000000000000005,0.1,9,101
1,0.060000000000000005,0.1,10,143
1,0.060000000000000005,0.1,11,92
1,0.060000000000000005,0.1,12,200
1,0.060000000000000005,0.1,13,115
1,0.060000000000000005,0.1,14,148
1,0.060000000000000005,0.1,15,115
1,0.060000000000000005,0.1,16,155
1,0.060000000000000005,0.1,17,64
1,0.060000000000000005,0.1,18,85
1,0.060000000000000005,0.1,19,49
1,0.060000000000000005,0.1,20,67
1,0.060000000000000005,0.1,21,89
1,0.060000000000000005,0.1,22,672
1,0.060000000000000005,0.1,23,44
1,0.060000000000000005,0.1,24,123
1,0.060000000000000005,0.1,25,140
1,0.06999999999999999,0.1,1,64
1,0.06999999999999999,0.1,2,78
1,0.06999999999999999,0.1,3,67
1,0.06999999999999999,0.1,4,324
1,0.06999999999999999,0.1,5,59
1,0.06999999999999999,0.1,6,153
1,0.06999999999999999,0.1,7,29
1,0.06999999999999999,0.1,8,229
1,0.06999999999999999,0.1,9,61
1,0.06999999999999999,0.1,10,167
1,0.06999999999999999,0.1,11,139
1,0.06999999999999999,0.1,12,52
1,0.06999999999999999,0.1,13,177
1,0.06999999999999999,0.1,14,186
1,0.06999999999999999,0.1,15,73
1,0.06999999999999999,0.1,16,40
1,0.06999999999999999,0.1,17,26
1,0.06999999999999999,0.1,18,53
1,0.06999999999999999,0.1,19,141
1,0.06999999999999999,0.1,20,42
1,0.06999999999999999,0.1,21,78
1,0.06999999999999999,0.1,22,186
1,0.06999999999999999,0.1,23,83
1,0.06999999999999999,0.1,24,261
1,0.06999999999999999,0.1,25,69
1,0.08,0.1,1,178
1,0.08,0.1,2,92
1,0.08,0.1,3,146
1,0.08,0.1,4,68
1,0.08,0.1,5,36
1,0.08,0.1,6,229
1,0.08,0.1,7,87
1,0.08,0.1,8,67
1,0.08,0.1,9,138
1,0.08,0.1,10,152
1,0.08,0.1,11,111
1,0.08,0.1,12,70
1,0.08,0.1,13,68
1,0.08,0.1,14,135
1,0.08,0.1,15,236
1,0.08,0.1,16,109
1,0.08,0.1,17,287
1,0.08,0.1,18,82
1,0.08,0.1,19,136
1,0.08,0.1,20,54
1,0.08,0.1,21,59
1,0.08,0.1,22,261
1,0.08,0.1,23,50
1,0.08,0.1,24,167
1,0.08,0.1,25,90
1.1,0.01,0.1,1,24558207
1.1,0.01,0.1,2,16560772
1.1,0.01,0.1,3,1089369
1.1,0.01,0.1,4,6082430
1.1,0.01,0.1,5,1790443
1.1,0.01,0.1,6,2200569
1.1,0.01,0.1,7,4980245
1.1,0.01,0.1,8,10218382
1.1,0.01,0.1,9,2025615
1.1,0.01,0.1,10,6534914
1.1,0.01,0.1,11,902899
1.1,0.01,0.1,12,8964118
1.1,0.01,0.1,13,19612528
1.1,0.01,0.1,14,2007588
1.1,0.01,0.1,15,5290169
1.1,0.01,0.1,16,7023636
1.1,0.01,0.1,17,10740363
1.1,0.01,0.1,18,2181563
1.1,0.01,0.1,19,3838921
1.1,0.01,0.1,20,5402266
1.1,0.01,0.1,21,5335599
1.1,0.01,0.1,22,41309216
1.1,0.01,0.1,23,5624225
1.1,0.01,0.1,24,9853787
1.1,0.01,0.1,25,5895307
1.1,0.02,0.1,1,685778
1.1,0.02,0.1,2,1025126
1.1,0.02,0.1,3,707331
1.1,0.02,0.1,4,440793
1.1,0.02,0.1,5,1087932
1.1,0.02,0.1,6,1446094
1.1,0.02,0.1,7,1349308
1.1,0.02,0.1,8,809506
1.1,0.02,0.1,9,2849303
1.1,0.02,0.1,10,1435345
1.1,0.02,0.1,11,663455
1.1,0.02,0.1,12,7756
1.1,0.02,0.1,13,99229
1.1,0.02,0.1,14,79150
1.1,0.02,0.1,15,444952
1.1,0.02,0.1,16,1025928
1.1,0.02,0.1,17,208179
1.1,0.02,0.1,18,642454
1.1,0.02,0.1,19,79003
1.1,0.02,0.1,20,245822
1.1,0.02,0.1,21,1644201
1.1,0.02,0.1,22,1157398
1.1,0.02,0.1,23,1990485
1.1,0.02,0.1,24,224166
1.1,0.02,0.1,25,21640
1.1,0.03,0.1,1,43421
1.1,0.03,0.1,2,154360
1.1,0.03,0.1,3,478128
1.1,0.03,0.1,4,72010
1.1,0.03,0.1,5,315935
1.1,0.03,0.1,6,904144
1.1,0.03,0.1,7,135094
1.1,0.03,0.1,8,5340
1.1,0.03,0.1,9,158159
1.1,0.03,0.1,10,98225
1.1,0.03,0.1,11,6735
1.1,0.03,0.1,12,375398
1.1,0.03,0.1,13,126214
1.1,0.03,0.1,14,286490
1.1,0.03,0.1,15,65201
1.1,0.03,0.1,16,117037
1.1,0.03,0.1,17,266159
1.1,0.03,0.1,18,620058
1.1,0.03,0.1,19,41118
1.1,0.03,0.1,20,96311
1.1,0.03,0.1,21,748512
1.1,0.03,0.1,22,883803
1.1,0.03,0.1,23,84592
1.1,0.03,0.1,24,263191
1.1,0.03,0.1,25,329796
1.1,0.04,0.1,1,8017
1.1,0.04,0.1,2,19552
1.1,0.04,0.1,3,14602
1.1,0.04,0.1,4,44523
1.1,0.04,0.1,5,34533
1.1,0.04,0.1,6,5698
1.1,0.04,0.1,7,106601
1.1,0.04,0.1,8,7565
1.1,0.04,0.1,9,14086
1.1,0.04,0.1,10,8333
1.1,0.04,0.1,11,40709
1.1,0.04,0.1,12,21068
1.1,0.04,0.1,13,17384
1.1,0.04,0.1,14,74770
1.1,0.04,0.1,15,1885
1.1,0.04,0.1,16,3803
1.1,0.04,0.1,17,260917
1.1,0.04,0.1,18,12707
1.1,0.04,0.1,19,79558
1.1,0.04,0.1,20,12695
1.1,0.04,0.1,21,17108
1.1,0.04,0.1,22,116942
1.1,0.04,0.1,23,9734
1.1,0.04,0.1,24,131054
1.1,0.04,0.1,25,21681
1.1,0.05,0.1,1,15741
1.1,0.05,0.1,2,17208
1.1,0.05,0.1,3,2027
1.1,0.05,0.1,4,15574
1.1,0.05,0.1,5,22900
1.1,0.05,0.1,6,13610
1.1,0.05,0.1,7,4757
1.1,0.05,0.1,8,1203
1.1,0.05,0.1,9,82267
1.1,0.05,0.1,10,4732
1.1,0.05,0.1,11,7928
1.1,0.05,0.1,12,3737
1.1,0.05,0.1,13,81663
1.1,0.05,0.1,14,2403
1.1,0.05,0.1,15,10311
1.1,0.05,0.1,16,19188
1.1,0.05,0.1,17,325
1.1,0.05,0.1,18,7304
1.1,0.05,0.1,19,21900
1.1,0.05,0.1,20,13004
1.1,0.05,0.1,21,11767
1.1,0.05,0.1,22,36578
1.1,0.05,0.1,23,9414
1.1,0.05,0.1,24,43271
1.1,0.05,0.1,25,40914
1.1,0.060000000000000005,0.1,1,4442
1.1,0.060000000000000005,0.1,2,14587
1.1,0.060000000000000005,0.1,3,17688
1.1,0.060000000000000005,0.1,4,11184
1.1,0.060000000000000005,0.1,5,2630
1.1,0.060000000000000005,0.1,6,20619
1.1,0.060000000000000005,0.1,7,12096
1.1,0.060000000000000005,0.1,8,2769
1.1,0.060000000000000005,0.1,9,11100
1.1,0.060000000000000005,0.1,10,3005
1.1,0.060000000000000005,0.1,11,7728
1.1,0.060000000000000005,0.1,12,8580
1.1,0.060000000000000005,0.1,13,4392
1.1,0.060000000000000005,0.1,14,5746
1.1,0.060000000000000005,0.1,15,7959
1.1,0.060000000000000005,0.1,16,16538
1.1,0.060000000000000005,0.1,17,27236
1.1,0.060000000000000005,0.1,18,1707
1.1,0.060000000000000005,0.1,19,4614
1.1,0.060000000000000005,0.1,20,14959
1.1,0.060000000000000005,0.1,21,23857
1.1,0.060000000000000005,0.1,22,36902
1.1,0.060000000000000005,0.1,23,10588
1.1,0.060000000000000005,0.1,24,14699
1.1,0.060000000000000005,0.1,25,24057
1.1,0.06999999999999999,0.1,1,1998
1.1,0.06999999999999999,0.1,2,1263
1.1,0.06999999999999999,0.1,3,933
1.1,0.06999999999999999,0.1,4,170
1.1,0.06999999999999999,0.1,5,690
1.1,0.06999999999999999,0.1,6,22401
1.1,0.06999999999999999,0.1,7,13891
1.1,0.06999999999999999,0.1,8,2864
1.1,0.06999999999999999,0.1,9,10349
1.1,0.06999999999999999,0.1,10,886
1.1,0.06999999999999999,0.1,11,1752
1.1,0.06999999999999999,0.1,12,1559
1.1,0.06999999999999999,0.1,13,4746
1.1,0.06999999999999999,0.1,14,1050
1.1,0.06999999999999999,0.1,15,1208
1.1,0.06999999999999999,0.1,16,16528
1.1,0.06999999999999999,0.1,17,2463
1.1,0.06999999999999999,0.1,18,730
1.1,0.06999999999999999,0.1,19,13081
1.1,0.06999999999999999,0.1,20,12831
1.1,0.06999999999999999,0.1,21,6801
1.1,0.06999999999999999,0.1,22,4756
1.1,0.06999999999999999,0.1,23,7744
1.1,0.06999999999999999,0.1,24,6564
1.1,0.06999999999999999,0.1,25,15197
1.1,0.08,0.1,1,7816
1.1,0.08,0.1,2,3479
1.1,0.08,0.1,3,5995
1.1,0.08,0.1,4,2502
1.1,0.08,0.1,5,299
1.1,0.08,0.1,6,3044
1.1,0.08,0.1,7,1022
1.1,0.08,0.1,8,907
1.1,0.08,0.1,9,1433
1.1,0.08,0.1,10,4870
1.1,0.08,0.1,11,349
1.1,0.08,0.1,12,1231
1.1,0.08,0.1,13,10733
1.1,0.08,0.1,14,5892
1.1,0.08,0.1,15,6380
1.1,0.08,0.1,16,2785
1.1,0.08,0.1,17,8413
1.1,0.08,0.1,18,607
1.1,0.08,0.1,19,4388
1.1,0.08,0.1,20,2661
1.1,0.08,0.1,21,479
1.1,0.08,0.1,22,5931
1.1,0.08,0.1,23,2440
1.1,0.08,0.1,24,85
1.1,0.08,0.1,25,6503
0.8,0.01,0.15,1,23
0.8,0.01,0.15,2,19
0.8,0.01,0.15,3,22
0.8,0.01,0.15,4,14
0.8,0.01,0.15,5,16
0.8,0.01,0.15,6,22
0.8,0.01,0.15,7,27
0.8,0.01,0.15,8,26
0.8,0.01,0.15,9,15
0.8,0.01,0.15,10,24
0.8,0.01,0.15,11,44
0.8,0.01,0.15,12,26
0.8,0.01,0.15,13,21
0.8,0.01,0.15,14,25
0.8,0.01,0.15,15,47
0.8,0.01,0.15,16,25
0.8,0.01,0.15,17,42
0.8,0.01,0.15,18,37
0.8,0.01,0.15,19,25
0.8,0.01,0.15,20,35
0.8,0.01,0.15,21,50
0.8,0.01,0.15,22,23
0.8,0.01,0.15,23,57
0.8,0.01,0.15,24,49
0.8,0.01,0.15,25,25
0.8,0.02,0.15,1,34
0.8,0.02,0.15,2,45
0.8,0.02,0.15,3,31
0.8,0.02,0.15,4,15
0.8,0.02,0.15,5,66
0.8,0.02,0.15,6,31
0.8,0.02,0.15,7,18
0.8,0.02,0.15,8,32
0.8,0.02,0.15,9,19
0.8,0.02,0.15,10,22
0.8,0.02,0.15,11,22
0.8,0.02,0.15,12,15
0.8,0.02,0.15,13,21
0.8,0.02,0.15,14,24
0.8,0.02,0.15,15,21
0.8,0.02,0.15,16,62
0.8,0.02,0.15,17,26
0.8,0.02,0.15,18,44
0.8,0.02,0.15,19,32
0.8,0.02,0.15,20,26
0.8,0.02,0.15,21,26
0.8,0.02,0.15,22,18
0.8,0.02,0.15,23,31
0.8,0.02,0.15,24,26
0.8,0.02,0.15,25,40
0.8,0.03,0.15,1,27
0.8,0.03,0.15,2,20
